4,14,0.20134530001087114
3,10,0.0603164000203833
3,6,0.03681329998653382
3,8,0.04514930001460016
3,6,0.034902699990198016
3,8,0.04260939999949187
3,6,0.03461199998855591
3,6,0.03414669999619946
3,6,0.0379823999828659
3,7,0.05264139996143058
